,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
302,pando,20.0,UY,1587169152.0,88.0,-34.72,-55.95,62.6,6.93
303,santa isabel do rio negro,84.0,BR,1587169152.0,85.0,-0.41,-65.02,76.59,2.3
304,santa cruz de tenerife,47.0,ES,1587169152.0,87.0,28.47,-16.25,59.0,3.36
305,east london,1.0,ZA,1587169152.0,78.0,-33.02,27.91,65.95,11.3
306,loubomo,83.0,CG,1587169153.0,89.0,-4.2,12.67,70.99,0.78
307,ambon,40.0,ID,1587169153.0,88.0,-3.7,128.18,80.6,3.36
308,saint-denis,96.0,FR,1587169153.0,63.0,48.92,2.33,64.4,6.93
309,urumqi,88.0,CN,1587169154.0,71.0,43.8,87.6,50.0,4.47
310,naze,75.0,JP,1587169154.0,88.0,28.37,129.48,71.6,9.17
311,grand-lahou,94.0,CI,1587169154.0,87.0,5.14,-5.02,82.22,13.42
312,makakilo city,75.0,US,1587168906.0,54.0,21.35,-158.09,82.4,10.29
313,tura,65.0,IN,1587169155.0,85.0,25.52,90.22,68.67,3.36
316,jiwani,0.0,PK,1587169155.0,76.0,25.05,61.74,78.22,8.19
317,hays,96.0,US,1587169155.0,97.0,30.05,-98.03,59.0,4.0
318,rocha,18.0,UY,1587169155.0,89.0,-34.48,-54.33,57.74,4.14
319,ende,22.0,ID,1587169155.0,75.0,-8.84,121.66,82.27,3.4
320,riyadh,31.0,SA,1587168890.0,68.0,24.69,46.72,66.2,14.99
321,san quintin,18.0,MX,1587169156.0,67.0,30.48,-115.95,62.02,14.45
322,san patricio,5.0,MX,1587169045.0,74.0,19.22,-104.7,80.6,17.22
323,atagay,97.0,RU,1587169156.0,79.0,55.1,99.39,34.74,10.63
324,omboue,100.0,GA,1587169156.0,86.0,-1.57,9.26,77.68,7.92
325,los llanos de aridane,75.0,ES,1587169157.0,72.0,28.66,-17.92,68.0,3.36
326,hami,16.0,CN,1587169157.0,26.0,42.8,93.45,57.97,7.16
327,vostok,100.0,RU,1587169157.0,48.0,46.49,135.88,47.34,2.1
328,antalaha,82.0,MG,1587169026.0,79.0,-14.9,50.28,76.42,9.6
329,metro,47.0,ID,1587169158.0,87.0,-5.11,105.31,76.84,2.84
330,ippy,92.0,CF,1587169158.0,49.0,6.27,21.22,74.98,2.59
331,linguere,10.0,SN,1587169158.0,38.0,15.4,-15.12,73.9,16.98
332,nuristan,99.0,AF,1587169158.0,28.0,35.3,70.83,21.6,5.59
333,yulara,70.0,AU,1587169024.0,46.0,-25.24,130.99,69.8,13.87
334,lagoa,17.0,PT,1587169159.0,69.0,39.05,-27.98,60.01,10.63
335,college,90.0,US,1587169159.0,74.0,64.86,-147.8,46.0,1.23
336,grindavik,90.0,IS,1587169159.0,87.0,63.84,-22.43,42.8,28.86
337,atlantis,97.0,ZA,1587169159.0,80.0,-33.57,18.48,61.0,7.81
338,concordia,0.0,AR,1587168898.0,70.0,-31.39,-58.02,64.99,4.18
339,nago,90.0,JP,1587169072.0,83.0,26.59,127.98,71.6,10.29
340,ostrovnoy,100.0,RU,1587169160.0,97.0,68.05,39.51,32.0,11.5
341,manggar,94.0,ID,1587169160.0,80.0,-2.88,108.27,81.48,6.13
342,bayanday,43.0,RU,1587169160.0,56.0,53.07,105.51,38.59,8.34
343,kutum,13.0,SD,1587168971.0,18.0,14.2,24.67,64.87,7.81
344,anloga,40.0,GH,1587168968.0,88.0,5.79,0.9,82.4,9.17
345,villa rica,1.0,US,1587169161.0,42.0,33.73,-84.92,70.0,4.7
346,qui nhon,100.0,VN,1587169161.0,83.0,13.77,109.23,79.57,1.99
347,pangody,100.0,RU,1587169161.0,97.0,65.85,74.49,37.02,18.21
348,tateyama,75.0,JP,1587169162.0,93.0,34.98,139.87,60.8,14.99
349,ketchikan,1.0,US,1587169162.0,62.0,55.34,-131.65,57.2,19.46
350,flin flon,90.0,CA,1587168903.0,60.0,54.77,-101.86,42.8,10.29
351,juba,100.0,SS,1587169162.0,64.0,4.85,31.58,75.65,5.99
352,sao filipe,14.0,CV,1587169162.0,75.0,14.9,-24.5,70.95,20.69
353,donskoye,100.0,RU,1587169162.0,55.0,45.46,41.97,45.5,10.45
354,conde,20.0,BR,1587169163.0,94.0,-7.26,-34.91,78.8,3.13
355,harer,99.0,ET,1587169069.0,53.0,9.31,42.13,62.56,5.21
356,oskemen,0.0,KZ,1587169163.0,92.0,49.96,82.61,30.2,4.47
357,kloulklubed,90.0,PW,1587169000.0,88.0,7.04,134.26,80.6,6.93
358,huangnihe,80.0,CN,1587169163.0,67.0,43.56,128.02,42.51,1.48
359,saint-augustin,100.0,CA,1587169164.0,94.0,51.23,-58.65,26.51,5.61
360,mahebourg,40.0,MU,1587169164.0,83.0,-20.41,57.7,75.2,5.82
361,belcista,0.0,MK,1587169164.0,50.0,41.3,20.83,49.48,1.01
362,camana,97.0,PE,1587169164.0,76.0,-16.62,-72.71,71.37,6.46
363,adeje,20.0,ES,1587169165.0,63.0,28.12,-16.73,66.2,4.7
364,kichera,100.0,RU,1587169165.0,68.0,55.94,110.1,36.48,4.12
365,tiarei,99.0,PF,1587169165.0,66.0,-17.53,-149.33,87.8,9.17
366,jieshi,96.0,CN,1587169166.0,79.0,22.81,115.83,73.99,3.2
368,lardos,35.0,GR,1587169166.0,87.0,36.09,28.02,59.0,6.93
369,chimbarongo,90.0,CL,1587169166.0,45.0,-34.7,-71.05,69.01,3.36
370,gursarai,1.0,IN,1587169166.0,19.0,25.61,79.18,83.89,3.89
371,mountain home,1.0,US,1587169020.0,13.0,43.13,-115.69,60.8,4.7
372,portland,20.0,US,1587168657.0,11.0,45.52,-122.68,78.01,8.05
373,tomatlan,64.0,MX,1587169167.0,40.0,19.93,-105.25,82.45,8.14
374,rundu,50.0,NA,1587169167.0,68.0,-17.93,19.77,71.6,3.36
375,ruidoso,1.0,US,1587169167.0,10.0,33.33,-105.67,62.6,19.46
376,talcahuano,90.0,CL,1587168959.0,88.0,-36.72,-73.12,64.4,2.28
377,santa marta,28.0,CO,1587169016.0,72.0,11.24,-74.2,80.98,17.49
378,deputatskiy,41.0,RU,1587169168.0,82.0,69.3,139.9,-5.8,2.3
379,goderich,97.0,CA,1587168917.0,78.0,43.75,-81.72,37.0,5.28
380,luena,35.0,AO,1587169168.0,65.0,-11.78,19.92,62.62,4.14
381,nacogdoches,90.0,US,1587169169.0,94.0,31.6,-94.63,69.8,3.36
382,puerto escondido,40.0,MX,1587169170.0,79.0,15.85,-97.07,86.0,4.7
383,los andes,47.0,CL,1587169002.0,33.0,-32.83,-70.6,73.4,4.7
384,ancud,20.0,CL,1587168884.0,93.0,-41.87,-73.82,57.2,3.36
385,kosh-agach,0.0,RU,1587169170.0,42.0,50.0,88.67,27.73,1.9
386,pisco,49.0,PE,1587169170.0,69.0,-13.7,-76.22,73.4,14.99
387,luba,20.0,GQ,1587169170.0,100.0,3.46,8.55,77.0,9.28
388,erzin,0.0,TR,1587169171.0,100.0,36.96,36.2,64.99,3.36
389,mahibadhoo,40.0,MV,1587169171.0,72.0,3.78,72.97,85.14,8.79
390,kamaishi,75.0,JP,1587169171.0,93.0,39.27,141.88,44.6,2.24
391,iqaluit,90.0,CA,1587169171.0,78.0,63.75,-68.51,8.6,3.36
392,rorvik,100.0,NO,1587169172.0,78.0,64.86,11.24,38.23,11.72
393,tsevie,40.0,TG,1587169172.0,88.0,6.43,1.21,82.4,9.17
394,tautira,100.0,PF,1587169172.0,66.0,-17.73,-149.15,87.8,9.17
395,comodoro rivadavia,80.0,AR,1587169172.0,63.0,-45.87,-67.5,66.2,3.36
396,lishan,100.0,CN,1587169172.0,74.0,31.86,113.3,55.8,9.04
397,ahipara,44.0,NZ,1587169173.0,90.0,-35.17,173.17,66.29,16.06
398,road town,1.0,VG,1587169174.0,80.0,18.42,-64.62,80.01,13.0
399,alekseyevsk,72.0,RU,1587169174.0,84.0,57.84,108.35,25.23,14.34
400,coquimbo,75.0,CL,1587169002.0,87.0,-29.95,-71.34,59.0,9.17
401,kisanga,74.0,TZ,1587169174.0,89.0,-7.44,37.7,72.43,1.83
402,dingle,15.0,PH,1587169175.0,72.0,11.0,122.67,83.82,10.49
404,nokaneng,21.0,BW,1587169175.0,34.0,-19.67,22.27,73.45,4.23
405,pouebo,100.0,NC,1587169175.0,66.0,-20.4,164.57,81.27,6.35
407,puerto baquerizo moreno,75.0,EC,1587169176.0,88.0,-0.9,-89.6,78.8,1.12
408,pathein,0.0,MM,1587169117.0,84.0,16.78,94.73,75.18,3.78
409,umm lajj,36.0,SA,1587169029.0,64.0,25.02,37.27,69.6,6.89
410,texistepec,40.0,MX,1587169176.0,83.0,17.88,-94.78,84.2,17.22
411,flinders,0.0,AU,1587169176.0,50.0,-34.58,150.86,66.99,4.0
412,bembereke,73.0,BJ,1587169176.0,49.0,10.23,2.66,84.38,10.54
413,touros,20.0,BR,1587169177.0,94.0,-5.2,-35.46,78.8,3.36
414,waipawa,10.0,NZ,1587169177.0,72.0,-41.41,175.52,62.6,16.11
415,saint-georges,20.0,GD,1587168950.0,78.0,12.06,-61.75,80.6,9.17
416,itoman,40.0,JP,1587169177.0,78.0,26.12,127.67,75.2,9.17
418,karratha,96.0,AU,1587169178.0,47.0,-20.74,116.85,85.86,5.39
419,tuatapere,74.0,NZ,1587169178.0,82.0,-46.13,167.68,57.0,8.99
420,afonso bezerra,69.0,BR,1587169178.0,81.0,-5.5,-36.51,77.85,8.43
422,moranbah,24.0,AU,1587169178.0,48.0,-22.0,148.05,82.87,7.31
423,aklavik,90.0,CA,1587169178.0,74.0,68.22,-135.01,35.6,6.93
424,sola,92.0,VU,1587169179.0,79.0,-13.88,167.55,84.2,10.83
425,vysha,97.0,RU,1587169179.0,81.0,53.85,42.38,35.19,7.29
426,kalaikunda,92.0,IN,1587169179.0,73.0,22.35,87.25,79.23,9.53
427,shakiso,100.0,ET,1587169180.0,60.0,5.75,38.92,60.26,2.44
428,basco,100.0,PH,1587169181.0,89.0,20.45,121.97,77.81,13.51
429,khorixas,0.0,NA,1587169181.0,30.0,-20.37,14.97,68.45,1.9
430,northview,90.0,US,1587169170.0,69.0,43.05,-85.6,39.2,5.82
431,coffs harbour,100.0,AU,1587169181.0,77.0,-30.3,153.13,70.0,8.05
432,akiruno,90.0,JP,1587169182.0,100.0,35.73,139.22,51.8,4.7
433,berdyaush,49.0,RU,1587169182.0,76.0,55.16,59.15,37.17,7.78
434,solnechnyy,45.0,RU,1587169182.0,62.0,50.72,136.63,39.45,3.29
435,dwarka,0.0,IN,1587169182.0,74.0,22.24,68.97,80.11,13.15
436,namie,100.0,JP,1587169182.0,71.0,37.48,141.0,53.01,16.87
437,mitha tiwana,64.0,PK,1587169183.0,69.0,32.25,72.11,64.63,6.71
438,pitlochry,13.0,GB,1587169183.0,83.0,56.71,-3.73,35.11,1.68
439,puerto madryn,53.0,AR,1587169183.0,29.0,-42.77,-65.04,82.47,16.53
440,victor harbor,99.0,AU,1587169183.0,70.0,-35.57,138.62,61.0,3.0
441,phek,12.0,IN,1587169184.0,58.0,25.67,94.5,54.75,1.61
442,jiuquan,97.0,CN,1587169184.0,29.0,39.74,98.52,49.03,6.42
443,ostersund,43.0,SE,1587168959.0,91.0,63.18,14.64,32.0,13.87
444,trenggalek,73.0,ID,1587169184.0,79.0,-8.05,111.72,78.91,3.06
445,mayenne,58.0,FR,1587169185.0,93.0,48.33,-0.67,53.6,3.24
447,oranjemund,50.0,NA,1587169185.0,89.0,-28.55,16.43,57.06,4.05
448,grande prairie,90.0,CA,1587168897.0,86.0,55.17,-118.8,39.2,14.99
449,uthal,0.0,PK,1587169185.0,74.0,25.81,66.62,74.88,0.67
450,poronaysk,26.0,RU,1587169185.0,60.0,49.22,143.12,44.85,7.27
451,port hardy,40.0,CA,1587168930.0,62.0,50.7,-127.42,57.2,8.05
452,port maria,20.0,JM,1587169186.0,74.0,18.37,-76.89,84.2,19.46
453,loikaw,21.0,MM,1587169186.0,37.0,19.67,97.21,67.78,1.59
454,odweyne,59.0,SO,1587169186.0,54.0,9.41,45.06,74.53,5.75
455,aviemore,7.0,GB,1587169186.0,74.0,57.2,-3.83,39.0,3.36
456,safaga,31.0,EG,1587169186.0,46.0,26.73,33.94,69.8,13.87
457,uvalde,1.0,US,1587169187.0,73.0,29.37,-99.77,78.01,9.17
458,shelburne,100.0,CA,1587169187.0,66.0,44.08,-80.2,36.0,4.79
459,biu,0.0,NG,1587169187.0,11.0,10.61,12.19,75.74,5.59
460,maniitsoq,100.0,GL,1587169187.0,89.0,65.42,-52.9,26.51,7.29
461,christchurch,99.0,NZ,1587169187.0,77.0,-43.53,172.63,61.0,6.93
462,bosaso,49.0,SO,1587169187.0,74.0,11.28,49.18,83.32,3.29
463,lasa,5.0,IT,1587169188.0,75.0,46.62,10.7,48.0,3.36
464,dali,19.0,CN,1587169015.0,44.0,25.7,100.18,52.36,4.32
467,kutulik,100.0,RU,1587169188.0,70.0,53.35,102.78,37.27,14.58
469,carutapera,100.0,BR,1587169188.0,87.0,-1.2,-46.02,78.06,9.19
470,lavrentiya,99.0,RU,1587169189.0,97.0,65.58,-171.0,27.41,11.9
471,chirilagua,18.0,SV,1587169189.0,26.0,13.22,-88.14,96.8,6.93
472,leningradskiy,97.0,RU,1587168909.0,94.0,69.38,178.42,11.03,10.29
473,westport,100.0,US,1587169179.0,77.0,41.14,-73.36,43.0,6.4
474,new bern,1.0,US,1587169189.0,63.0,35.11,-77.04,66.0,9.17
475,byron bay,40.0,AU,1587169119.0,88.0,-28.65,153.62,75.99,8.05
476,loei,20.0,TH,1587169190.0,94.0,17.42,101.5,79.0,3.36
477,kropotkin,100.0,RU,1587169190.0,63.0,45.44,40.58,48.0,6.71
478,mercedes,0.0,AR,1587169190.0,56.0,-34.65,-59.43,63.0,7.25
479,belyy yar,30.0,RU,1587169190.0,86.0,53.6,91.39,33.8,4.47
480,gorom-gorom,3.0,BF,1587169191.0,12.0,14.44,-0.24,86.27,6.89
481,ilhabela,95.0,BR,1587169191.0,66.0,-23.78,-45.36,71.19,4.41
482,cidreira,12.0,BR,1587169191.0,84.0,-30.18,-50.21,65.46,6.35
483,eyl,35.0,SO,1587169191.0,79.0,7.98,49.82,82.38,11.63
484,standerton,9.0,ZA,1587169191.0,57.0,-26.93,29.24,50.56,6.53
485,muhos,100.0,FI,1587169191.0,74.0,64.81,25.99,35.6,14.99
487,nalut,9.0,LY,1587168939.0,33.0,30.33,10.85,73.42,16.31
488,yashan,100.0,CN,1587169192.0,86.0,22.2,109.94,71.71,7.72
490,ipixuna,75.0,BR,1587169192.0,88.0,-1.76,-48.8,78.8,5.82
491,kendari,13.0,ID,1587169030.0,75.0,-3.94,122.5,83.41,2.39
492,berlevag,100.0,NO,1587168895.0,93.0,70.86,29.09,34.18,25.43
493,mgandu,87.0,TZ,1587169193.0,64.0,-5.95,34.13,61.45,8.19
494,sangar,0.0,RU,1587168922.0,77.0,63.92,127.47,12.49,0.87
495,ormond beach,40.0,US,1587169082.0,78.0,29.29,-81.06,75.2,6.93
496,isangel,75.0,VU,1587169193.0,70.0,-19.55,169.27,86.0,5.82
497,ahmadnagar,63.0,IN,1587169193.0,32.0,19.08,74.73,81.68,8.9
498,san mateo ixtatan,13.0,GT,1587169193.0,31.0,15.83,-91.48,59.13,4.23
499,praia,20.0,CV,1587168906.0,68.0,14.92,-23.51,71.6,13.87
500,aranos,52.0,NA,1587169194.0,14.0,-24.13,19.12,70.75,4.52
501,hambantota,21.0,LK,1587169194.0,80.0,6.12,81.12,80.91,5.19
502,port antonio,20.0,JM,1587169194.0,74.0,18.18,-76.46,84.2,19.46
503,kichmengskiy gorodok,96.0,RU,1587169194.0,98.0,59.98,45.79,30.79,2.89
504,igarka,100.0,RU,1587169195.0,96.0,67.47,86.58,34.41,16.51
505,finnsnes,96.0,NO,1587169195.0,95.0,69.23,17.98,32.0,16.11
506,traverse city,20.0,US,1587169021.0,33.0,44.76,-85.62,44.6,9.17
507,calama,1.0,CL,1587169195.0,18.0,-22.47,-68.93,62.6,11.41
508,entebbe,20.0,UG,1587169195.0,83.0,0.06,32.45,73.4,5.82
509,great yarmouth,73.0,GB,1587169195.0,93.0,52.61,1.73,46.0,7.0
510,waingapu,28.0,ID,1587168920.0,78.0,-9.66,120.26,82.58,5.23
511,quartucciu,40.0,IT,1587169196.0,87.0,39.25,9.18,60.01,9.17
512,samana,20.0,DO,1587169196.0,78.0,19.21,-69.34,80.6,13.87
513,kyaikkami,100.0,MM,1587169196.0,62.0,16.08,97.57,81.68,2.44
514,vestmannaeyjar,82.0,IS,1587169196.0,84.0,63.44,-20.27,43.57,31.74
515,camacha,20.0,PT,1587169196.0,72.0,33.08,-16.33,60.8,5.82
516,esik,20.0,KZ,1587169196.0,65.0,43.36,77.45,44.6,6.71
517,ouahigouya,2.0,BF,1587169197.0,11.0,13.58,-2.42,88.66,8.95
518,tahe,14.0,CN,1587169197.0,59.0,52.33,124.73,32.25,5.17
520,penzance,64.0,GB,1587169197.0,100.0,50.12,-5.54,50.0,16.11
521,devonport,54.0,AU,1587169197.0,47.0,-41.17,146.35,57.0,10.0
522,luderitz,0.0,NA,1587169197.0,87.0,-26.65,15.16,55.4,2.24
523,oriximina,66.0,BR,1587169197.0,88.0,-1.77,-55.87,77.9,5.55
524,bakel,42.0,SN,1587169197.0,16.0,14.9,-12.46,90.52,15.39
525,galle,11.0,LK,1587169198.0,86.0,6.04,80.22,79.43,7.18
526,karymskoye,99.0,RU,1587169198.0,34.0,51.62,114.35,51.19,5.95
527,gairo,75.0,IT,1587169198.0,100.0,39.85,9.5,59.0,13.87
528,borgarnes,90.0,IS,1587169198.0,81.0,64.54,-21.92,42.8,23.04
529,dolores hidalgo,40.0,MX,1587168925.0,18.0,21.16,-100.93,87.8,9.17
530,alugan,18.0,PH,1587169198.0,80.0,12.22,125.48,82.06,12.62
532,tilichiki,13.0,RU,1587169199.0,92.0,60.47,166.1,15.39,15.75
534,sigli,99.0,ID,1587169199.0,76.0,5.38,95.96,79.79,2.13
535,beckley,90.0,US,1587169029.0,22.0,37.78,-81.19,64.4,16.11
536,gorontalo,44.0,ID,1587169079.0,68.0,0.54,123.06,84.06,1.92
537,togur,100.0,RU,1587169199.0,84.0,58.36,82.83,36.03,8.12
538,hailey,5.0,US,1587169199.0,29.0,43.52,-114.32,51.8,10.29
539,marzuq,71.0,YE,1587168960.0,50.0,14.4,46.47,73.26,4.76
540,kokopo,100.0,PG,1587169200.0,67.0,-4.35,152.26,83.82,4.21
542,bentiu,59.0,SS,1587169200.0,12.0,9.23,29.83,83.12,2.26
543,gigmoto,52.0,PH,1587169200.0,78.0,13.78,124.39,82.29,14.2
544,puteyets,64.0,RU,1587169200.0,95.0,65.17,57.09,31.68,7.05
545,hamilton,90.0,US,1587168917.0,93.0,39.18,-84.53,50.0,8.05
547,kalanwali,53.0,IN,1587169201.0,60.0,29.85,74.95,71.26,3.02
548,batemans bay,0.0,AU,1587169020.0,52.0,-35.72,150.18,66.99,3.24
549,hagdan,11.0,PH,1587169201.0,74.0,11.33,123.9,82.92,9.78
550,tukrah,0.0,LY,1587168932.0,80.0,32.53,20.58,56.1,6.38
551,namibe,17.0,AO,1587169202.0,66.0,-15.2,12.15,74.17,7.29
552,kieta,76.0,PG,1587169202.0,65.0,-6.22,155.63,85.08,0.74
553,berdigestyakh,46.0,RU,1587169202.0,86.0,62.1,126.7,9.1,4.54
554,lata,0.0,PT,1587169202.0,96.0,40.16,-8.33,55.99,2.01
556,bemidji,1.0,US,1587168961.0,33.0,47.47,-94.88,46.4,14.99
558,burgeo,29.0,CA,1587169203.0,92.0,47.62,-57.62,30.16,18.61
559,nacimiento,100.0,CL,1587169203.0,78.0,-37.5,-72.67,68.5,5.84
560,pacific grove,90.0,US,1587169203.0,71.0,36.62,-121.92,57.99,10.29
561,estepa,99.0,ES,1587169203.0,87.0,37.29,-4.88,61.0,1.12
562,arandis,0.0,NA,1587169203.0,92.0,-22.42,14.97,57.99,1.99
563,aykhal,46.0,RU,1587169204.0,59.0,66.0,111.5,1.4,6.71
565,gravdal,100.0,NO,1587169204.0,96.0,68.12,13.5,36.72,11.61
566,harnai,7.0,PK,1587169204.0,36.0,30.1,67.94,64.65,4.14
567,takoradi,100.0,GH,1587169204.0,85.0,4.88,-1.76,81.59,9.8
568,atar,61.0,MR,1587169204.0,24.0,20.52,-13.05,75.61,5.35
570,anadyr,90.0,RU,1587169205.0,85.0,64.75,177.48,14.0,4.47
571,conselheiro pena,99.0,BR,1587169117.0,83.0,-19.17,-41.47,72.81,4.65
572,kununurra,50.0,AU,1587169205.0,74.0,-15.77,128.73,82.4,3.36
573,lexington,90.0,US,1587168916.0,87.0,37.99,-84.48,52.0,9.17
574,muleba,40.0,TZ,1587169205.0,94.0,-1.84,31.65,69.8,4.45
575,yarim,33.0,YE,1587169206.0,41.0,14.3,44.38,57.63,1.34
576,aripuana,53.0,BR,1587169206.0,92.0,-9.17,-60.63,73.99,1.14
577,clocolan,7.0,ZA,1587169206.0,28.0,-28.91,27.57,46.49,3.22
578,elk plain,20.0,US,1587168976.0,26.0,47.05,-122.4,71.01,4.7
579,valparaiso,67.0,CL,1587169206.0,87.0,-33.04,-71.63,57.2,5.82
581,coihueco,88.0,CL,1587169206.0,68.0,-36.62,-71.83,69.8,9.17
582,sao jose da coroa grande,5.0,BR,1587169207.0,80.0,-8.9,-35.15,81.01,6.51
583,enterprise,75.0,US,1587168992.0,17.0,36.03,-115.24,75.0,5.68
584,northampton,100.0,US,1587169207.0,92.0,40.88,-75.25,37.99,8.46
585,nyurba,86.0,RU,1587168915.0,89.0,63.28,118.33,10.26,6.85
586,cartagena,5.0,CO,1587168998.0,74.0,10.4,-75.51,84.2,11.41
587,bulgan,92.0,MN,1587169207.0,46.0,48.81,103.53,40.98,3.56
588,itacoatiara,75.0,BR,1587169207.0,100.0,-3.14,-58.44,73.4,4.7
589,gold coast,52.0,AU,1587169021.0,69.0,-28.0,153.43,79.0,4.7
590,samarai,94.0,PG,1587169208.0,68.0,-10.62,150.67,84.36,4.97
591,dingzhou,93.0,CN,1587169116.0,62.0,38.51,115.0,53.6,2.24
592,adrar,86.0,MR,1587169208.0,21.0,20.5,-10.07,85.53,12.21
593,nemuro,0.0,JP,1587169088.0,46.0,43.32,145.57,50.0,3.36
594,merauke,66.0,ID,1587169208.0,75.0,-8.47,140.33,83.48,6.62
595,sayyan,32.0,YE,1587169209.0,38.0,15.17,44.32,60.35,1.36
596,japura,55.0,ID,1587169209.0,93.0,-0.32,102.35,74.89,1.03
597,rudnyy,37.0,KZ,1587169209.0,81.0,52.96,63.12,42.8,15.66
598,alta floresta,100.0,BR,1587169209.0,89.0,-9.88,-56.09,73.06,4.32
599,youkounkoun,66.0,GN,1587169209.0,20.0,12.53,-13.13,92.14,3.02
600,zhigansk,0.0,RU,1587168913.0,89.0,66.77,123.37,-3.59,15.93
601,melhus,81.0,NO,1587169210.0,81.0,63.29,10.28,37.0,1.99
602,nuevitas,0.0,CU,1587169210.0,80.0,21.55,-77.26,77.29,11.54
603,kantang,20.0,TH,1587169210.0,94.0,7.41,99.52,77.0,2.77
605,masaki,40.0,JP,1587169210.0,82.0,33.79,132.71,62.6,13.87
606,bonthe,100.0,SL,1587169210.0,81.0,7.53,-12.51,81.39,11.03
607,floro,11.0,NO,1587169211.0,69.0,61.6,5.03,39.0,4.7
608,illela,2.0,NG,1587169211.0,11.0,13.73,5.3,84.54,11.23
609,lhokseumawe,94.0,ID,1587169186.0,78.0,5.18,97.15,77.79,2.77
610,yabrud,2.0,SY,1587169211.0,81.0,33.97,36.66,51.8,10.29
